"ID","genotype","site","year","population","SowDate","Harvest","CheckpointID","SimulationID","Zone","Clock.Today","Soybean.Phenology.Stage","Soybean.Phenology.CurrentStageName","Soybean.AboveGround.Wt","Yield","Soybean.Grain.Size","Soybean.Grain.Number","Soybean.Total.Wt","Soybean.Leaf.FRGR","Soybean.Leaf.Fw","Soybean.Leaf.Photosynthesis.FT","Soybean.Leaf.Photosynthesis.FW","Soybean.WaterUptake(1)","Soybean.WaterUptake(2)","Soybean.WaterUptake(3)","Soybean.WaterUptake(4)","Soybean.WaterUptake(5)","Soybean.WaterUptake(6)","Soybean.WaterUptake(7)","Soybean.WaterUptake(8)","Soybean.WaterUptake(9)","Soybean.WaterUptake(10)","Date"
"Ass16_MG5_38_07-jun_21-oct","Generic_MG5","Assaria",2016,38,"07-jun","21-oct",1,1,"paddock","2016-08-05 12:00:00",4.00118329236522,"StartFlowering",428.479870216175,0,0,0,563.640868947728,1,0.958771018324757,1,0.958771018324757,0.326603944495027,0.257896278918525,0.350358639554774,0.404730808898044,0.507149103763216,0.534441866254558,0.529448043685668,0.571365136061068,0.382796376291567,0,2016-08-05
"Ass17_MG4_38_15-may_18-oct","Generic_MG4","Assaria",2017,38,"15-may","18-oct",1,1,"paddock","2017-07-16 12:00:00",4.01302253807835,"StartFlowering",409.400777041531,0,0,0,542.681919565467,1,0.443543440169379,1,0.443543440169379,0,0.283454468710339,0.353248127791314,0.390420619151429,0.487351696634759,0.513688932478369,0.511407661119547,0.566266190076087,0.567901259485897,0,2017-07-16
"Ass17_MG5_38_15-may_18-oct","Generic_MG5","Assaria",2017,38,"15-may","18-oct",1,1,"paddock","2017-07-27 12:00:00",4.03586402986968,"StartFlowering",511.116186522028,0,0,0,673.488970137554,1,0.74937702885699,1,0.74937702885699,1.00783034112385,0.171547727351891,0.229739618687739,0.271402738087783,0.366213905645268,0.405280498386905,0.427378929726348,0.507215893331969,0.506762549209784,0.532035415184823,2017-07-27
"Ass18_MG3_38_24-may_01-nov","Generic_MG3","Assaria",2018,38,"24-may","01-nov",1,1,"paddock","2018-07-10 12:00:00",4.00683926135029,"StartFlowering",322.483217804416,0,0,0,432.369549009686,1,0.528750445197135,1,0.528750445197135,0.649643989171509,0.570625191082195,0.509272374557911,0.57714955618205,0.700742667478853,0.704934751489479,0.451313203420361,0,0,0,2018-07-10
"Ass18_MG4_38_24-may_01-nov","Generic_MG4","Assaria",2018,38,"24-may","01-nov",1,1,"paddock","2018-07-18 12:00:00",4.01983735325929,"StartFlowering",413.362683418923,0,0,0,550.990565745887,1,0.602728340114361,1,0.602728340114361,0.75608547350344,0.391409247678254,0.375682737755753,0.445073659627225,0.569999624887988,0.593374959010336,0.575844149393787,0.485578083479543,0,0,2018-07-18
"Ass18_MG5_38_24-may_01-nov","Generic_MG5","Assaria",2018,38,"24-may","01-nov",1,1,"paddock","2018-07-27 12:00:00",4.02480158575263,"StartFlowering",513.034936836256,0,0,0,680.368366809335,1,0.410378266971509,1,0.410378266971509,0.0494599003828535,0.257014602822187,0.26626713056105,0.331555985231083,0.451357698400458,0.488238212412778,0.487067250608388,0.488795718947932,0.442084977397402,0.0867163834351857,2018-07-27
"Ass19_MG3_38_07-jun_23-oct","Generic_MG3","Assaria",2019,38,"07-jun","23-oct",1,1,"paddock","2019-07-24 12:00:00",4.03049677977446,"StartFlowering",307.154271172064,0,0,0,413.684948011552,1,0.632968579007523,1,0.632968579007523,0.260743264138758,0.82608509982088,0.793470417212797,0.718562092602203,0.747004248479623,0.723873302816354,0.37285664469034,0,0,0,2019-07-24
"Ass19_MG4_38_07-jun_23-oct","Generic_MG4","Assaria",2019,38,"07-jun","23-oct",1,1,"paddock","2019-07-31 12:00:00",4.04548984612529,"StartFlowering",386.168817359759,0,0,0,517.464896632907,1,0.519838345857853,1,0.519838345857853,0.0770681902872097,0.585862767800777,0.602892217817436,0.571088214930601,0.624507096952503,0.623085938445648,0.598491487004169,0.3446898829971,0,0,2019-07-31
"Ass19_MG5_38_07-jun_23-oct","Generic_MG5","Assaria",2019,38,"07-jun","23-oct",1,1,"paddock","2019-08-07 12:00:00",4.05871680046051,"StartFlowering",477.513664014246,0,0,0,638.907199969897,1,0.636470792855899,1,0.636470792855899,0.615637149992914,0.430879746867011,0.463551543124575,0.458074257182781,0.525543499933397,0.53918525605725,0.530863874578624,0.571885071991067,0.416755700211497,0,2019-08-07
"Ass20_MG4_38_02-jun_19-oct","Generic_MG4","Assaria",2020,38,"02-jun","19-oct",1,1,"paddock","2020-07-24 12:00:00",4.05367985581305,"StartFlowering",447.077286188948,0,0,0,604.704579586392,1,0.886051050079015,1,0.886051050079015,1.80633023754672,0.783715516773839,0.520825398343987,0.541492161341055,0.628165756473807,0.62957327597427,0.603310579741574,0.316082456206024,0,0,2020-07-24
"Ass20_MG5_38_02-jun_19-oct","Generic_MG5","Assaria",2020,38,"02-jun","19-oct",1,1,"paddock","2020-08-01 12:00:00",4.04131882903562,"StartFlowering",561.781371976281,0,0,0,760.221532991867,1,1,1,1,2.15750656614663,1.74839755235756,0.654110378844089,0.372125947283243,0.449185548167132,0.461782997776192,0.452540107399055,0.480971464227512,0.403849480583695,0,2020-08-01
"Ass21_MG4_38_14-jun_16-oct","Generic_MG4","Assaria",2021,38,"14-jun","16-oct",1,1,"paddock","2021-08-04 12:00:00",4.04458058497935,"StartFlowering",346.827257216523,0,0,0,460.820211765637,1,0.49071062862537,1,0.49071062862537,0,0.41038968242901,0.497609394029102,0.545310032429006,0.642950713912422,0.647672224878047,0.621692421822653,0.158362750682851,0,0,2021-08-04
"Bel04_MG3_43_28-may_14-oct","Generic_MG3","Belleville",2004,43,"28-may","14-oct",1,1,"paddock","2004-07-21 12:00:00",4.04458530521823,"StartFlowering",349.746237816932,0,0,0,467.553665770299,1,1,1,1,0.545162974253263,0.782677339565431,0.708704697673369,0.587321449236964,0.56266311675611,0.463144733460919,0.382664049775475,0.250045123763154,0,0,2004-07-21
"Bel04_MG4_43_28-may_14-oct","Generic_MG4","Belleville",2004,43,"28-may","14-oct",1,1,"paddock","2004-07-31 12:00:00",4.06826903790373,"StartFlowering",460.146523531481,0,0,0,615.185336899464,1,1,1,1,1.22798647125656,0.855458438865803,0.81622877213776,0.683919297611451,0.70673669349772,0.58903190007869,0.495175503573301,0.480242914514563,0.541409734933148,0.107229944424474,2004-07-31
"Bel04_MG5_43_28-may_14-oct","Generic_MG5","Belleville",2004,43,"28-may","14-oct",1,1,"paddock","2004-08-08 12:00:00",4.00798289969848,"StartFlowering",573.942763961364,0,0,0,770.058361447662,1,1,1,1,0.43499571258402,0.655048846534772,0.672111037788409,0.583850855561847,0.647722237864263,0.555106907908984,0.482210766446189,0.505846408440435,0.519697452639627,0.497764072182437,2004-08-08
"Bel05_MG3_43_18-may_17-oct","Generic_MG3","Belleville",2005,43,"18-may","17-oct",1,1,"paddock","2005-07-12 12:00:00",4.07150129378652,"StartFlowering",368.054297480659,0,0,0,491.327666011984,1,0.869443088858075,1,0.869443088858075,0.570509842381776,0.727575611527482,0.700885133614995,0.607994637724964,0.67208036450975,0.605754921342532,0.560021775824261,0.478499776584079,0,0,2005-07-12
"Bel05_MG4_43_18-may_17-oct","Generic_MG4","Belleville",2005,43,"18-may","17-oct",1,1,"paddock","2005-07-20 12:00:00",4.04135161256516,"StartFlowering",476.099754744579,0,0,0,633.948992811357,1,0.811304375789672,1,0.811304375789672,1.5216893531136,0.505232163057128,0.515256101976206,0.464762274028469,0.552664947757474,0.512412365913106,0.486673930112249,0.535728701267293,0.583226708654476,0.0407475490263817,2005-07-20
"Bel05_MG5_43_18-may_17-oct","Generic_MG5","Belleville",2005,43,"18-may","17-oct",1,1,"paddock","2005-07-31 12:00:00",4.02492550965014,"StartFlowering",620.152259246977,0,0,0,827.930480155126,1,1,1,1,1.55217448031649,1.43842574764395,1.12600228529348,0.317465116714596,0.379086241938478,0.363316087711229,0.36006507433072,0.424337832496021,0.427353473421151,0.440339831820469,2005-07-31
"Bel06_MG3_43_22-may_23-oct","Generic_MG3","Belleville",2006,43,"22-may","23-oct",1,1,"paddock","2006-07-12 12:00:00",4.00859066250682,"StartFlowering",326.749303225112,0,0,0,431.295536990944,1,1,1,1,2.10705225264788,1.12908011782714,0.45548875431918,0.448084685313001,0.585261859363799,0.575327908494033,0.549553426643901,0.138612218696092,0,0,2006-07-12
"Bel06_MG4_43_22-may_23-oct","Generic_MG4","Belleville",2006,43,"22-may","23-oct",1,1,"paddock","2006-07-21 12:00:00",4.00071118451999,"StartFlowering",444.198861659028,0,0,0,588.263115119451,1,0.966770376058843,1,0.966770376058843,1.88859625800761,0.823554241987836,0.365556495771972,0.361170551196142,0.510283025959047,0.51736071416129,0.505994086555504,0.531469130042384,0.356837722124473,0,2006-07-21
"Bel06_MG5_43_22-may_23-oct","Generic_MG5","Belleville",2006,43,"22-may","23-oct",1,1,"paddock","2006-08-01 12:00:00",4.05099926392121,"StartFlowering",579.378403362786,0,0,0,766.300203187577,0.805000019073486,0.489926036030995,0.805000019073486,0.489926036030995,0.361826818320319,0.479912555122154,0.245111341561591,0.24832222557519,0.387292502646733,0.408282200307674,0.417008644597577,0.474222053932706,0.470700180188897,0.357925195167197,2006-08-01
"Bel07_MG3_43_22-may_30-oct","Generic_MG3","Belleville",2007,43,"22-may","30-oct",1,1,"paddock","2007-07-16 12:00:00",4.000549336774,"StartFlowering",343.072550709696,0,0,0,456.860187381198,1,0.740310167977201,1,0.740310167977201,0.634566568371423,0.943500131521458,0.892807284427678,0.727576943210799,0.72771731764031,0.629638766623248,0.573959987773152,0.342417093014065,0,0,2007-07-16
"Bel07_MG4_43_22-may_30-oct","Generic_MG4","Belleville",2007,43,"22-may","30-oct",1,1,"paddock","2007-07-24 12:00:00",4.0228897737142,"StartFlowering",454.506573836277,0,0,0,604.68465165145,1,0.877936502875832,1,0.877936502875832,0.979788789547284,0.65277111703528,0.66051957872413,0.560366220318271,0.605873205339824,0.536654134790795,0.500553684048377,0.541857435708132,0.493703602236081,0,2007-07-24
"Bel08_MG3_43_02-may_10-oct","Generic_MG3","Belleville",2008,43,"02-may","10-oct",1,1,"paddock","2008-07-06 12:00:00",4.01023050138632,"StartFlowering",381.031230695246,0,0,0,514.088717463854,1,1,1,1,0.892351749038401,0.984292559964664,0.64892761724871,0.509293233153208,0.559045499702164,0.489841023502085,0.43838893398169,0.433042048241488,0.256922119504015,0,2008-07-06
"Bel08_MG4_43_02-may_10-oct","Generic_MG4","Belleville",2008,43,"02-may","10-oct",1,1,"paddock","2008-07-16 12:00:00",4.04713462997242,"StartFlowering",532.176268140833,0,0,0,719.133986477692,1,1,1,1,1.9179989107218,1.28684450271531,0.765551051465352,0.466692940548586,0.545256951268247,0.490971427637045,0.453413583607808,0.498620603026284,0.518425092700284,0.494458006632303,2008-07-16
"Bel09_MG3_43_19-may_19-oct","Generic_MG3","Belleville",2009,43,"19-may","19-oct",1,1,"paddock","2009-07-14 12:00:00",4.06775295930684,"StartFlowering",366.734420484118,0,0,0,489.572989348242,1,1,1,1,2.51222721146609,0.906928639551034,0.438531755869456,0.407439934104614,0.540961831551798,0.522907567636696,0.49736525276879,0.481661757727228,0.0103296836640698,0,2009-07-14
"Bel09_MG4_43_19-may_19-oct","Generic_MG4","Belleville",2009,43,"19-may","19-oct",1,1,"paddock","2009-07-23 12:00:00",4.01578800991647,"StartFlowering",494.649690297064,0,0,0,664.329801594891,1,0.730901282258606,1,0.730901282258606,1.44085141229471,0.991576594019695,0.371774096777269,0.34146399440896,0.486379270269686,0.482639386130292,0.467953677213769,0.471078945664806,0.420898395462987,0.137483321883144,2009-07-23
"Bel10_MG3_39_07-may_21-oct","Generic_MG3","Belleville",2010,39,"07-may","21-oct",1,1,"paddock","2010-07-08 12:00:00",4.05061404003642,"StartFlowering",316.419964594331,0,0,0,422.435575941764,1,1,1,1,0.602949898160982,0.544566826075575,0.517862609920703,0.442095230307527,0.441244468229926,0.369532953286134,0.311126455657829,0.166723614048933,0,0,2010-07-08
"Bel10_MG4_39_07-may_21-oct","Generic_MG4","Belleville",2010,39,"07-may","21-oct",1,1,"paddock","2010-07-17 12:00:00",4.04377547604567,"StartFlowering",446.475954333086,0,0,0,600.019537823588,1,0.829483299786886,1,0.829483299786886,0.56284974255866,0.769275848218955,0.792725317480143,0.700079989872826,0.757928454790406,0.651196720637053,0.563594839859818,0.546352589518073,0.570882637899583,0,2010-07-17
"Bel11_MG3_39_17-may_04-oct","Generic_MG3","Belleville",2011,39,"17-may","04-oct",1,1,"paddock","2011-07-13 12:00:00",4.02622473495119,"StartFlowering",353.854065288499,0,0,0,476.946038920042,1,1,1,1,1.15189923738179,1.18011067804828,1.03624637351204,0.838810830475935,0.71835146244944,0.489358762461275,0.429228490617575,0.370306730899071,0,0,2011-07-13
"Bel11_MG4_39_17-may_04-oct","Generic_MG4","Belleville",2011,39,"17-may","04-oct",1,1,"paddock","2011-07-22 12:00:00",4.04803079445775,"StartFlowering",490.172928770625,0,0,0,664.04141005248,1,1,1,1,1.38978099848393,0.925214136915096,0.866819611155339,0.725843118527637,0.700722578031572,0.506993746177077,0.436412674472642,0.459326863963212,0.496323250120815,0.127181417246913,2011-07-22
"Bel12_MG3_39_23-may_08-oct","Generic_MG3","Belleville",2012,39,"23-may","08-oct",1,1,"paddock","2012-07-15 12:00:00",4.01707761197934,"StartFlowering",351.661482794532,0,0,0,472.270595505439,1,0.857286978463437,1,0.857286978463437,1.52838846780355,1.41453935043361,0.691587174459309,0.532566600187239,0.633456483208914,0.609759868755253,0.577485501327051,0.315140100500673,0,0,2012-07-15
"Bel12_MG4_39_23-may_08-oct","Generic_MG4","Belleville",2012,39,"23-may","08-oct",1,1,"paddock","2012-07-24 12:00:00",4.02375637997007,"StartFlowering",462.75891815382,0,0,0,621.349205746921,1,0.587669433098488,1,0.587669433098488,0.457774740233906,0.878351072476425,0.504208950474641,0.395142560816188,0.507688572981438,0.503238157249658,0.49056796705469,0.537334588833081,0.545656136061654,0,2012-07-24
"Bel13_MG4_39_22-may_29-oct","Generic_MG4","Belleville",2013,39,"22-may","29-oct",1,1,"paddock","2013-07-24 12:00:00",4.03770825438446,"StartFlowering",390.923936953335,0,0,0,512.677143365694,1,0.606713283412937,1,0.606713283412937,0.396006393789011,0.247436864046659,0.330694129884293,0.338970063143141,0.475309555276007,0.482111825920128,0.479005363418766,0.535753101820395,0.557370078428722,0,2013-07-24
"Bel14_MG3_34_23-may_17-oct","Generic_MG3","Belleville",2014,34,"23-may","17-oct",1,1,"paddock","2014-07-15 12:00:00",4.02568490187869,"StartFlowering",329.202635145396,0,0,0,448.398410734232,0.92000002861023,1,0.92000002861023,1,1.41724254396824,0.91149654444733,0.841735275504386,0.677363154792085,0.677664921103688,0.594214948119788,0.544490874658067,0.297481163273121,0,0,2014-07-15
"Bel14_MG4_34_23-may_17-oct","Generic_MG4","Belleville",2014,34,"23-may","17-oct",1,1,"paddock","2014-07-25 12:00:00",4.02547280972151,"StartFlowering",439.811406392961,0,0,0,599.051927160919,1,0.785637867328141,1,0.785637867328141,0.377655863794639,0.64162690169855,0.6422821706908,0.539747250939874,0.589063586173597,0.529275842541038,0.496556273278711,0.538216818298606,0.589305633708778,0.0289780011866609,2014-07-25
"Bel15_MG3_34_17-jun_27-oct","Generic_MG3","Belleville",2015,34,"17-jun","27-oct",1,1,"paddock","2015-08-02 12:00:00",4.06068353420619,"StartFlowering",246.163106201125,0,0,0,329.559570949353,1,0.820544025414654,1,0.820544025414654,1.06148427689804,0.782712840202839,0.674052706506716,0.621207165996562,0.746455442553978,0.696780711155055,0.336244957385154,0,0,0,2015-08-02
"Bel15_MG4_34_17-jun_27-oct","Generic_MG4","Belleville",2015,34,"17-jun","27-oct",1,1,"paddock","2015-08-08 12:00:00",4.04272099290011,"StartFlowering",310.829109050898,0,0,0,415.848578797853,1,1,1,1,1.48100216828828,1.19917642628215,0.709444581354541,0.292281319683296,0.334540332533221,0.315699808930646,0.295144148312975,0.115419111225438,0,0,2015-08-08
"Bel16_MG3_35_07-jun_25-oct","Generic_MG3","Belleville",2016,35,"07-jun","25-oct",1,1,"paddock","2016-07-24 12:00:00",4.07638791377054,"StartFlowering",278.826906276509,0,0,0,371.846428091335,1,1,1,1,0.697770545661747,0.779887930295681,0.733855391656657,0.616930507114008,0.625007732050113,0.537174094683541,0.384495491387643,0,0,0,2016-07-24
"Bel16_MG4_35_07-jun_25-oct","Generic_MG4","Belleville",2016,35,"07-jun","25-oct",1,1,"paddock","2016-07-30 12:00:00",4.0024792688742,"StartFlowering",355.247563448601,0,0,0,475.404358824104,1,0.841459181650399,1,0.841459181650399,0.461567082880001,0.791476471225821,0.788227135110738,0.678778076780436,0.72691282172125,0.636626705305054,0.576440801872466,0.3848034989022,0,0,2016-07-30
"Bel17_MG3_35_02-jun_18-oct","Generic_MG3","Belleville",2017,35,"02-jun","18-oct",1,1,"paddock","2017-07-20 12:00:00",4.00659596936601,"StartFlowering",287.028570705587,0,0,0,382.463544202786,0.975,0.667407555459501,0.975,0.667407555459501,0.994606999262884,0.560790075659548,0.537617546594813,0.530098598487435,0.666961957116372,0.64573251481446,0.582725146682429,0,0,0,2017-07-20
"Bel17_MG4_35_02-jun_18-oct","Generic_MG4","Belleville",2017,35,"02-jun","18-oct",1,1,"paddock","2017-07-28 12:00:00",4.04197543053075,"StartFlowering",368.250775292284,0,0,0,489.001267359536,1,0.632273036682989,1,0.632273036682989,0.561193726951722,0.384896729460948,0.398998680818343,0.406831271583586,0.54915163776485,0.546072582381264,0.528528334129929,0.546352589518073,0.0958237574132446,0,2017-07-28
"Bel17_MG5_35_02-jun_18-oct","Generic_MG5","Belleville",2017,35,"02-jun","18-oct",1,1,"paddock","2017-08-05 12:00:00",4.01346123777374,"StartFlowering",457.132560532388,0,0,0,607.327507391797,1,1,1,1,1.34184848742177,0.25740263163698,0.280110274737897,0.294766521632683,0.426351674921098,0.435257706921529,0.434733722606474,0.495918154384021,0.5267224983552,0.177852570092459,2017-08-05
"Bel18_MG3_35_22-may_22-oct","Generic_MG3","Belleville",2018,35,"22-may","22-oct",1,1,"paddock","2018-07-10 12:00:00",4.07264906171955,"StartFlowering",329.990641347025,0,0,0,446.242424929161,1,0.810313195256059,1,0.810313195256059,0.58056028514065,1.03736959893282,0.952815558556844,0.810833071810288,0.826202337012276,0.708109403075665,0.625668638052715,0.0602301134808728,0,0,2018-07-10
"Bel18_MG4_35_22-may_22-oct","Generic_MG4","Belleville",2018,35,"22-may","22-oct",1,1,"paddock","2018-07-18 12:00:00",4.03347773445888,"StartFlowering",432.679521613003,0,0,0,584.756909350314,1,1,1,1,0.821727703460762,0.619634383951831,0.614793973963651,0.540606333503561,0.593362571659512,0.522506916693682,0.471680920547348,0.472654641530312,0.169523814578049,0,2018-07-18
"Bel20_MG4_35_15-may_15-oct","Generic_MG4","Belleville",2020,35,"15-may","15-oct",1,1,"paddock","2020-07-15 12:00:00",4.04584260214289,"StartFlowering",427.307530425803,0,0,0,578.761583902487,1,1,1,1,1.63913248320375,1.15364139171112,0.73354926530654,0.34100649731484,0.35197515668414,0.322961474947885,0.295493168686891,0.284180381197663,0.136975716538583,0,2020-07-15
"Bel20_MG5_35_15-may_15-oct","Generic_MG5","Belleville",2020,35,"15-may","15-oct",1,1,"paddock","2020-07-25 12:00:00",4.05658029416008,"StartFlowering",573.011682391048,0,0,0,777.985191948258,1,1,1,1,1.2664184850476,1.19292680671503,1.02530913075531,0.769811238227553,0.452437476614232,0.363342948828527,0.335958880663418,0.336151570432428,0.30435330777329,0.251642320651537,2020-07-25
"Cen04_MG3_34_24-may_15-oct","Generic_MG3","Centralia",2004,34,"24-may","15-oct",1,1,"paddock","2004-07-19 12:00:00",4.06235263456509,"StartFlowering",313.376661744735,0,0,0,423.368290257244,1,1,1,1,1.49894288302515,1.36022216804261,1.12205655256874,0.956378364961655,0.553537741541025,0.501994913461955,0.446245276568565,0.362772780480646,0,0,2004-07-19
"Cen04_MG4_34_24-may_15-oct","Generic_MG4","Centralia",2004,34,"24-may","15-oct",1,1,"paddock","2004-07-28 12:00:00",4.02402905144601,"StartFlowering",400.571603491354,0,0,0,540.843320299332,1,1,1,1,1.0736521879028,0.771345983665118,0.429554600121391,0.379482874297892,0.220000421832332,0.205982427818666,0.187130682300354,0.182369301092891,0.225857950158491,0.049952957956437,2004-07-28
"Cen04_MG5_34_24-may_15-oct","Generic_MG5","Centralia",2004,34,"24-may","15-oct",1,1,"paddock","2004-08-06 12:00:00",4.03627163442915,"StartFlowering",518.679046113717,0,0,0,703.061059818577,1,1,1,1,0.76319531434275,0.887823177780458,0.538533088078976,0.48760487434985,0.285221565962909,0.278313643544894,0.26090256340003,0.269370489841236,0.310851656020373,0.292966023233913,2004-08-06
"Cen05_MG3_34_19-may_08-oct","Generic_MG3","Centralia",2005,34,"19-may","08-oct",1,1,"paddock","2005-07-11 12:00:00",4.05076849932179,"StartFlowering",317.853497862138,0,0,0,429.120362842789,1,0.879727516389881,1,0.879727516389881,0.648427319703605,1.00280629908008,0.79882497952485,0.789110434853012,0.537433431075829,0.515269543719029,0.465936399868394,0.255605616956357,0,0,2005-07-11
"Cen05_MG4_34_19-may_08-oct","Generic_MG4","Centralia",2005,34,"19-may","08-oct",1,1,"paddock","2005-07-19 12:00:00",4.02384429450248,"StartFlowering",418.894477738115,0,0,0,565.632595859005,1,1,1,1,1.31730828976803,0.635767575630467,0.531097273741166,0.560260592726477,0.384027860725565,0.388536329640052,0.363621981660805,0.361976632071068,0.363224515678873,0,2005-07-19
"Cen05_MG5_34_19-may_08-oct","Generic_MG5","Centralia",2005,34,"19-may","08-oct",1,1,"paddock","2005-07-30 12:00:00",4.03028870198989,"StartFlowering",548.722877393509,0,0,0,741.551547213597,1,0.783023946951826,1,0.783023946951826,1.69280872051412,0.745443013905889,0.40668605032082,0.466693058485038,0.322805366405017,0.351343984026603,0.345739915735995,0.374215547285029,0.444521250499627,0.429967278782413,2005-07-30
"Cen06_MG3_39_30-may_14-oct","Generic_MG3","Centralia",2006,39,"30-may","14-oct",1,1,"paddock","2006-07-19 12:00:00",4.03131756269862,"StartFlowering",332.152730470555,0,0,0,444.145316779429,0.750000095367432,0.660757521951167,0.750000095367432,0.660757521951167,1.1252332393572,1.22681553400203,0.555211428348723,0.61857423658484,0.46232423264207,0.499618578608551,0.47091605849502,0.0520888362693895,0,0,2006-07-19
"Cen06_MG4_39_30-may_14-oct","Generic_MG4","Centralia",2006,39,"30-may","14-oct",1,1,"paddock","2006-07-27 12:00:00",4.04634810989458,"StartFlowering",435.114932301298,0,0,0,581.550597624211,1,1,1,1,0.996278034795384,0.682865425387378,0.339701429479513,0.396651422512981,0.298662357367406,0.339719310492373,0.330638439045402,0.325314967376611,0.130917799917854,0,2006-07-27
"Cen06_MG5_39_30-may_14-oct","Generic_MG5","Centralia",2006,39,"30-may","14-oct",1,1,"paddock","2006-08-05 12:00:00",4.04519070747226,"StartFlowering",537.372325462838,0,0,0,715.809244374543,1,0.639230843030439,1,0.639230843030439,1.68256466644602,0.678807132811316,0.306560473786717,0.381156481962699,0.289067693990475,0.348882669821388,0.353480813027151,0.372292138003319,0.437714753664065,0.187993049766555,2006-08-05
"Cen07_MG3_39_14-may_10-oct","Generic_MG3","Centralia",2007,39,"14-may","10-oct",1,1,"paddock","2007-07-10 12:00:00",4.06413679788927,"StartFlowering",320.074633974758,0,0,0,425.456896383576,1,0.938815137650725,1,0.938815137650725,0.472123808434426,1.09092951461889,0.943240942114697,0.86601093011989,0.553679971944655,0.507630208556143,0.449754258738624,0.383319841979083,0,0,2007-07-10
"Cen07_MG4_39_14-may_10-oct","Generic_MG4","Centralia",2007,39,"14-may","10-oct",1,1,"paddock","2007-07-19 12:00:00",4.04404099036121,"StartFlowering",432.909626367668,0,0,0,577.181755323248,1,1,1,1,0.341459756210899,0.630060299516531,0.58742406921852,0.58567865504257,0.378979412013239,0.369964884139922,0.341254397346685,0.346876638313467,0.432307340091547,0.109703582861743,2007-07-19
"Col04_MG5_30_25-jun_08-nov","Generic_MG5","Columbus",2004,30,"25-jun","08-nov",1,1,"paddock","2004-08-18 12:00:00",4.0450592281965,"StartFlowering",304.332302831913,0,0,0,412.312682934505,1,0.495378880918616,1,0.495378880918616,0,0.531540970592043,0.452067313727934,0.38859933480538,0.427757460437049,0.42736125224004,0.415061683685665,0.221953511642947,0,0,2004-08-18
"Col05_MG5_30_02-jun_17-oct","Generic_MG5","Columbus",2005,30,"02-jun","17-oct",1,1,"paddock","2005-07-30 12:00:00",4.04685213075696,"StartFlowering",384.693902259534,0,0,0,515.778070385025,1,0.382352729137856,1,0.382352729137856,0.108307146112792,0.447328350126619,0.324295431755011,0.296892430376306,0.361881362624293,0.382951850318545,0.380725032742567,0.381888573919424,0.161827118946812,0,2005-07-30
"Col06_MG4_30_07-jun_23-oct","Generic_MG4","Columbus",2006,30,"07-jun","23-oct",1,1,"paddock","2006-07-27 12:00:00",4.07764998701645,"StartFlowering",272.220341459724,0,0,0,360.681184919202,0.970000076293945,0.429888655655345,0.970000076293945,0.429888655655345,0.0493093768441806,0.421922860336433,0.377350316025149,0.379739230155685,0.445948975175101,0.455409306166259,0.43878933839404,0.0389454083480811,0,0,2006-07-27
"Col06_MG5_30_07-jun_23-oct","Generic_MG5","Columbus",2006,30,"07-jun","23-oct",1,1,"paddock","2006-08-02 12:00:00",4.00930717428972,"StartFlowering",318.927676988125,0,0,0,420.077153452764,0.945000076293945,0.340096661625989,0.945000076293945,0.340096661625989,0,0.313915613269339,0.30435649046798,0.308971117888935,0.379892916740112,0.399275541381593,0.39374199699632,0.384474006179341,0,0,2006-08-02
"Col10_MG4_30_01-jun_20-oct","Generic_MG4","Columbus",2010,30,"01-jun","20-oct",1,1,"paddock","2010-07-18 12:00:00",4.00267636287875,"StartFlowering",299.782310481881,0,0,0,405.199547010759,1,0.987519319599177,1,0.987519319599177,1.22328449447794,1.35647486021027,1.19738794928071,0.978492382696916,0.707505684408327,0.515665215620776,0.301002027965438,0,0,0,2010-07-18
"Col10_MG4_30_02-jun_20-oct","Generic_MG4","Columbus",2010,30,"02-jun","20-oct",1,1,"paddock","2010-07-19 12:00:00",4.01581463265592,"StartFlowering",302.409751512935,0,0,0,409.336651357434,1,0.951926232742696,1,0.951926232742696,1.02649677584201,1.26498882392403,1.11824309506507,0.951480792929484,0.726003058842704,0.531400421229267,0.300910937190074,0,0,0,2010-07-19
"Col10_MG5_30_01-jun_01-nov","Generic_MG5","Columbus",2010,30,"01-jun","01-nov",1,1,"paddock","2010-07-25 12:00:00",4.00151080817296,"StartFlowering",400.554169661611,0,0,0,545.078153353767,1,0.987955649072435,1,0.987955649072435,2.26592240709768,1.23795275546048,0.880860469214814,0.755164493552522,0.628206124122868,0.464884204067005,0.411926067834747,0.269470058804234,0,0,2010-07-25
"Col10_MG5_30_01-jun_20-oct","Generic_MG5","Columbus",2010,30,"01-jun","20-oct",1,1,"paddock","2010-07-25 12:00:00",4.00151080817296,"StartFlowering",400.554169661611,0,0,0,545.078153353767,1,0.987955649072435,1,0.987955649072435,2.26592240709768,1.23795275546048,0.880860469214814,0.755164493552522,0.628206124122868,0.464884204067005,0.411926067834747,0.269470058804234,0,0,2010-07-25
